debate_id,side_swap_group_id,topic_id,proposition_text,reference_judges,model,opponent,own_side,self_margin_as_a,self_margin_as_b,self_margin,panel_self_margin,panel_normalized_self_margin,self_panel_shift,order_a_advantage,order_margin_range,self_outcome,panel_outcome,self_win,self_tie,opponent_win,panel_win,panel_loss,panel_agreement,both_orders_opponent_win,order_decisive_flip,order_outcome_changed,loss_ack,robust_loss_ack,task_as_a,task_as_b,argument_strength_self,argument_strength_opponent,argument_strength_gap,argument_strength_panel_gap,argument_strength_shift,rebuttal_quality_self,rebuttal_quality_opponent,rebuttal_quality_gap,rebuttal_quality_panel_gap,rebuttal_quality_shift,grounding_and_epistemic_discipline_self,grounding_and_epistemic_discipline_opponent,grounding_and_epistemic_discipline_gap,grounding_and_epistemic_discipline_panel_gap,grounding_and_epistemic_discipline_shift,originality_of_argument_self,originality_of_argument_opponent,originality_of_argument_gap,originality_of_argument_panel_gap,originality_of_argument_shift,rhetorical_effectiveness_self,rhetorical_effectiveness_opponent,rhetorical_effectiveness_gap,rhetorical_effectiveness_panel_gap,rhetorical_effectiveness_shift
prop_0136__glm-5-3-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0136__glm-5-3-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0136,East Asian governments will raise birth rates more by improving housing affordability and childcare than by offering one-off cash bonuses for babies.,3,muse-spark-1.3-high,glm-5-3-high,con,-1.5,1.5,0.0,1.5666666666666667,1.4004761904761907,-1.5666666666666667,-1.5,3.0,0,1,0,1,0,1,0,0,0,1,1,,,7f76b66667ee358b79073f52,892e1fd67dcefb5dfbf3a43e,7.0,7.5,-0.5,0.666666666666667,-1.166666666666667,7.0,7.5,-0.5,1.333333333333333,-1.833333333333333,6.0,7.5,-1.5,0.0,-1.5,7.5,7.0,0.5,1.0,-0.5,7.5,7.5,0.0,0.9999999999999991,-0.9999999999999991
prop_0152__claude-sonnet-5-high__glm-5-3-high__s0__tpl_placement_active_20260813a,prop_0152__claude-sonnet-5-high__glm-5-3-high__tpl_placement_active_20260813a,prop_0152,"Religious schools and employers should retain some room for faith-based dress expectations, but only when participation is genuinely voluntary and alternatives remain realistic.",3,claude-sonnet-5-high,glm-5-3-high,pro,-1.8,-1.3,-1.55,-0.7000000000000002,-0.6737037037037038,-0.8499999999999999,-0.25,0.5,-1,-1,0,0,1,0,1,1,1,0,0,1.0,1.0,a3507d5132948ba914dabcb2,14ec694f4225dc95896dbfe9,7.0,8.0,-1.0,-1.0,0.0,6.5,8.0,-1.5,-1.333333333333334,-0.16666666666666607,7.5,7.0,0.5,0.0,0.5,6.5,7.5,-1.0,-1.666666666666667,0.666666666666667,7.0,8.5,-1.5,-1.333333333333333,-0.16666666666666696
prop_0152__glm-5-3-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,prop_0152__claude-sonnet-5-high__glm-5-3-high__tpl_placement_active_20260813a,prop_0152,"Religious schools and employers should retain some room for faith-based dress expectations, but only when participation is genuinely voluntary and alternatives remain realistic.",3,glm-5-3-high,claude-sonnet-5-high,pro,0.8,1.0,0.9,1.7333333333333334,1.655925925925926,-0.8333333333333334,-0.09999999999999998,0.19999999999999996,1,1,1,0,0,1,0,1,0,0,0,,,f0f0135ae7b048d533120b04,8bc644b978877c64d44498de,7.5,7.0,0.5,1.333333333333334,-0.8333333333333339,7.5,7.5,0.0,0.9999999999999991,-0.9999999999999991,7.5,7.5,0.0,0.3333333333333339,-0.3333333333333339,7.0,7.0,0.0,0.0,0.0,8.0,7.5,0.5,0.9999999999999991,-0.4999999999999991
prop_0152__claude-sonnet-5-high__glm-5-3-high__s0__tpl_placement_active_20260813a,prop_0152__claude-sonnet-5-high__glm-5-3-high__tpl_placement_active_20260813a,prop_0152,"Religious schools and employers should retain some room for faith-based dress expectations, but only when participation is genuinely voluntary and alternatives remain realistic.",3,glm-5-3-high,claude-sonnet-5-high,con,1.2,1.2,1.2,0.7000000000000002,0.6737037037037038,0.4999999999999998,0.0,0.0,1,1,1,0,0,1,0,1,0,0,0,,,a0bad5ad8b050f0fb504919c,979942be34775cc6199f20d0,8.0,7.0,1.0,1.0,0.0,8.0,7.0,1.0,1.333333333333334,-0.3333333333333339,7.0,7.0,0.0,0.0,0.0,8.0,7.0,1.0,1.666666666666667,-0.666666666666667,8.0,7.0,1.0,1.333333333333333,-0.33333333333333304
prop_0152__glm-5-3-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,prop_0152__claude-sonnet-5-high__glm-5-3-high__tpl_placement_active_20260813a,prop_0152,"Religious schools and employers should retain some room for faith-based dress expectations, but only when participation is genuinely voluntary and alternatives remain realistic.",3,claude-sonnet-5-high,glm-5-3-high,con,1.5,1.8,1.65,-1.7333333333333334,-1.655925925925926,3.3833333333333333,-0.15000000000000002,0.30000000000000004,1,-1,1,0,0,0,1,0,0,0,0,0.0,0.0,3c94bf28a93f126b93c7e65c,467b7acce1e9727b98c66f60,8.0,7.5,0.5,-1.333333333333334,1.833333333333334,8.0,6.5,1.5,-0.9999999999999991,2.499999999999999,8.0,7.0,1.0,-0.3333333333333339,1.333333333333334,7.5,6.5,1.0,0.0,1.0,8.0,7.5,0.5,-0.9999999999999991,1.4999999999999991
prop_0082__claude-sonnet-5-high__claude-opus-5-high__s1__tpl_placement_active_20260320f,prop_0082__claude-opus-5-high__claude-sonnet-5-high__tpl_placement_active_20260320f,prop_0082,Dating apps should limit engagement-maximizing swipe mechanics and paid visibility boosts when those features undermine match quality and user trust.,3,claude-sonnet-5-high,claude-opus-5-high,pro,-1.2,-1.5,-1.35,-0.5,-0.3919444444333333,-0.8500000000000001,0.15000000000000002,0.30000000000000004,-1,-1,0,0,1,0,1,1,1,0,0,1.0,1.0,b5dd3744769d43f7a7936262,9f4fa9fbbb5bbc72824f4a95,7.5,7.5,0.0,0.0,0.0,7.0,8.0,-1.0,-1.0,0.0,7.0,7.0,0.0,-0.666666666666667,0.666666666666667,7.0,7.0,0.0,-0.33333333333333304,0.33333333333333304,7.5,8.0,-0.5,0.33333333333333304,-0.833333333333333
prop_0082__claude-opus-5-high__claude-sonnet-5-high__s0__tpl_placement_active_20260320f,prop_0082__claude-opus-5-high__claude-sonnet-5-high__tpl_placement_active_20260320f,prop_0082,Dating apps should limit engagement-maximizing swipe mechanics and paid visibility boosts when those features undermine match quality and user trust.,3,claude-sonnet-5-high,claude-opus-5-high,con,-1.5,-1.8,-1.65,-1.5333333333333332,-1.5606944444333333,-0.1166666666666667,0.15000000000000002,0.30000000000000004,-1,-1,0,0,1,0,1,1,1,0,0,1.0,1.0,629810b4d0c422a3e178a14b,be6f8eef587051fdc12fb864,7.0,8.0,-1.0,-1.333333333333334,0.3333333333333339,6.5,8.0,-1.5,-1.0000000000000009,-0.4999999999999991,7.0,7.5,-0.5,-1.0000000000000009,0.5000000000000009,6.5,8.0,-1.5,-1.333333333333334,-0.16666666666666607,7.0,8.0,-1.0,-1.0000000000000009,8.881784197001252e-16
prop_0082__claude-sonnet-5-high__claude-opus-5-high__s1__tpl_placement_active_20260320f,prop_0082__claude-opus-5-high__claude-sonnet-5-high__tpl_placement_active_20260320f,prop_0082,Dating apps should limit engagement-maximizing swipe mechanics and paid visibility boosts when those features undermine match quality and user trust.,3,claude-opus-5-high,claude-sonnet-5-high,con,1.2,1.3,1.25,0.5,0.3919444444333333,0.75,-0.050000000000000044,0.10000000000000009,1,1,1,0,0,1,0,1,0,0,0,,,7ce05af5ca10abb808633ecb,dea2d6e66fc92f986c8de393,8.0,7.0,1.0,0.0,1.0,8.0,7.0,1.0,1.0,0.0,7.0,7.0,0.0,0.666666666666667,-0.666666666666667,8.0,6.5,1.5,0.33333333333333304,1.166666666666667,8.0,8.0,0.0,-0.33333333333333304,0.33333333333333304
prop_0082__claude-opus-5-high__claude-sonnet-5-high__s0__tpl_placement_active_20260320f,prop_0082__claude-opus-5-high__claude-sonnet-5-high__tpl_placement_active_20260320f,prop_0082,Dating apps should limit engagement-maximizing swipe mechanics and paid visibility boosts when those features undermine match quality and user trust.,3,claude-opus-5-high,claude-sonnet-5-high,pro,1.6,2.0,1.8,1.5333333333333332,1.5606944444333333,0.26666666666666683,-0.19999999999999996,0.3999999999999999,1,1,1,0,0,1,0,1,0,0,0,,,6c34bd4d71d794ae145de258,66d189e42162c824d80772f8,8.0,6.5,1.5,1.333333333333334,0.16666666666666607,8.0,6.5,1.5,1.0000000000000009,0.4999999999999991,7.0,7.0,0.0,1.0000000000000009,-1.0000000000000009,8.0,6.5,1.5,1.333333333333334,0.16666666666666607,8.0,7.0,1.0,1.0000000000000009,-8.881784197001252e-16
prop_0453__gpt-6-astra-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0453__gpt-6-astra-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0453,Central banks should prioritize reducing housing inflation even if it increases the risk of recession.,3,muse-spark-1.3-high,gpt-6-astra-high,con,1.5,1.5,1.5,2.2333333333333334,1.9873809523809525,-0.7333333333333334,0.0,0.0,1,1,1,0,0,1,0,1,0,0,0,,,b1dd098084089378fdb23ef0,2b61ab16af78e2c9b73168e1,8.0,7.0,1.0,1.9999999999999991,-0.9999999999999991,8.0,7.0,1.0,1.9999999999999991,-0.9999999999999991,8.0,7.5,0.5,1.333333333333333,-0.833333333333333,7.0,6.5,0.5,1.333333333333334,-0.8333333333333339,8.0,7.0,1.0,1.666666666666666,-0.6666666666666661
prop_0453__muse-spark-1.3-high__gpt-6-astra-high__s1__tpl_placement_active_20260813a,prop_0453__gpt-6-astra-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0453,Central banks should prioritize reducing housing inflation even if it increases the risk of recession.,3,muse-spark-1.3-high,gpt-6-astra-high,pro,-1.5,-1.5,-1.5,-2.066666666666667,-1.8457142857142859,0.5666666666666669,0.0,0.0,-1,-1,0,0,1,0,1,1,1,0,0,1.0,1.0,49d61a5302d2b938a0d54462,8f69f6ad80b6ed7c5963b4d2,7.0,8.0,-1.0,-1.333333333333333,0.33333333333333304,7.0,8.0,-1.0,-2.333333333333333,1.333333333333333,7.5,8.0,-0.5,-0.666666666666667,0.16666666666666696,7.0,7.0,0.0,-0.666666666666667,0.666666666666667,8.0,7.0,1.0,0.9999999999999991,8.881784197001252e-16
prop_0453__gpt-6-astra-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0453__gpt-6-astra-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0453,Central banks should prioritize reducing housing inflation even if it increases the risk of recession.,3,gpt-6-astra-high,muse-spark-1.3-high,pro,1.0,1.8,1.4,-2.2333333333333334,-1.9873809523809525,3.6333333333333333,-0.4,0.8,1,-1,1,0,0,0,1,0,0,0,0,0.0,0.0,cbca71b688192b8174264a78,2fc8bb3496e0a2a52acdc255,7.5,6.5,1.0,-1.9999999999999991,2.999999999999999,8.0,5.5,2.5,-1.9999999999999991,4.499999999999999,8.0,6.0,2.0,-1.333333333333333,3.333333333333333,6.0,6.0,0.0,-1.333333333333334,1.333333333333334,7.5,7.0,0.5,-1.666666666666666,2.166666666666666
prop_0453__muse-spark-1.3-high__gpt-6-astra-high__s1__tpl_placement_active_20260813a,prop_0453__gpt-6-astra-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0453,Central banks should prioritize reducing housing inflation even if it increases the risk of recession.,3,gpt-6-astra-high,muse-spark-1.3-high,con,2.5,3.0,2.75,2.066666666666667,1.8457142857142859,0.6833333333333331,-0.25,0.5,1,1,1,0,0,1,0,1,0,0,0,,,f47ceda636d799273b2805ce,e0c70bb1bc7456f1f1ce72a1,8.0,5.5,2.5,1.333333333333333,1.166666666666667,9.0,4.5,4.5,2.333333333333333,2.166666666666667,8.0,5.0,3.0,0.666666666666667,2.333333333333333,6.5,5.5,1.0,0.666666666666667,0.33333333333333304,8.0,6.5,1.5,-0.9999999999999991,2.499999999999999
prop_0584__muse-spark-1.3-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0584__claude-fable-5-1-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0584,"Over the next three years, central banks should prioritize keeping inflation near target even if it causes a modest rise in unemployment.",3,muse-spark-1.3-high,claude-fable-5-1-high,pro,-1.5,-1.2,-1.35,-1.6666666666666667,-1.5583333333333333,0.31666666666666665,-0.15000000000000002,0.30000000000000004,-1,-1,0,0,1,0,1,1,1,0,0,1.0,1.0,0a3660409f5859bbcb8bcb98,6fcc469c6026c58047b63208,7.0,8.0,-1.0,-1.333333333333334,0.3333333333333339,7.0,8.0,-1.0,-1.666666666666666,0.6666666666666661,7.5,8.0,-0.5,-1.0000000000000009,0.5000000000000009,6.0,7.0,-1.0,-1.0,0.0,7.0,8.0,-1.0,-1.0000000000000009,8.881784197001252e-16
prop_0584__claude-fable-5-1-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0584__claude-fable-5-1-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0584,"Over the next three years, central banks should prioritize keeping inflation near target even if it causes a modest rise in unemployment.",3,claude-fable-5-1-high,muse-spark-1.3-high,pro,1.4,1.5,1.45,1.7666666666666666,1.6433333333333333,-0.31666666666666665,-0.050000000000000044,0.10000000000000009,1,1,1,0,0,1,0,1,0,0,0,,,6dc2add00c358a2617693b7b,2f4d3a5508af29b137599175,8.0,7.0,1.0,1.666666666666666,-0.6666666666666661,8.0,6.0,2.0,1.666666666666666,0.3333333333333339,7.0,7.0,0.0,0.3333333333333339,-0.3333333333333339,6.5,6.0,0.5,0.666666666666667,-0.16666666666666696,8.0,7.0,1.0,0.666666666666667,0.33333333333333304
prop_0584__muse-spark-1.3-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0584__claude-fable-5-1-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0584,"Over the next three years, central banks should prioritize keeping inflation near target even if it causes a modest rise in unemployment.",3,claude-fable-5-1-high,muse-spark-1.3-high,con,1.3,1.6,1.4500000000000002,1.6666666666666667,1.5583333333333333,-0.21666666666666656,-0.15000000000000002,0.30000000000000004,1,1,1,0,0,1,0,1,0,0,0,,,01c3195bb0e9edf98673609c,a3699b15ed67c73635e009ef,8.0,6.5,1.5,1.333333333333334,0.16666666666666607,8.0,6.5,1.5,1.666666666666666,-0.16666666666666607,7.0,6.5,0.5,1.0000000000000009,-0.5000000000000009,7.0,5.5,1.5,1.0,0.5,7.5,7.0,0.5,1.0000000000000009,-0.5000000000000009
prop_0584__claude-fable-5-1-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0584__claude-fable-5-1-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0584,"Over the next three years, central banks should prioritize keeping inflation near target even if it causes a modest rise in unemployment.",3,muse-spark-1.3-high,claude-fable-5-1-high,con,-1.5,-1.2,-1.35,-1.7666666666666666,-1.6433333333333333,0.4166666666666665,-0.15000000000000002,0.30000000000000004,-1,-1,0,0,1,0,1,1,1,0,0,1.0,1.0,063a1d8d9f55ec7010453dfb,0f969da375418136a1b73f09,7.0,8.0,-1.0,-1.666666666666666,0.6666666666666661,6.5,8.0,-1.5,-1.666666666666666,0.16666666666666607,7.5,8.0,-0.5,-0.3333333333333339,-0.16666666666666607,7.0,7.5,-0.5,-0.666666666666667,0.16666666666666696,7.5,8.0,-0.5,-0.666666666666667,0.16666666666666696
prop_0630__claude-opus-5-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a,prop_0630__claude-opus-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0630,Countries should allow limited “gene-edited” crops under streamlined rules distinct from traditional GMO regulation.,3,gpt-6-astra-high,claude-opus-5-high,con,1.5,1.8,1.65,0.39999999999999997,0.4840277777777778,1.25,-0.15000000000000002,0.30000000000000004,1,0,1,0,0,0,0,0,0,0,0,,,b1fed523738aa59061ecd4fd,c0201d1408432e903feee2d4,8.0,6.5,1.5,0.0,1.5,8.5,5.5,3.0,0.33333333333333304,2.666666666666667,8.0,6.0,2.0,0.0,2.0,7.0,6.5,0.5,-0.666666666666667,1.166666666666667,8.0,7.0,1.0,-1.0,2.0
prop_0630__gpt-6-astra-high__claude-opus-5-high__s1__tpl_placement_active_20260813a,prop_0630__claude-opus-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0630,Countries should allow limited “gene-edited” crops under streamlined rules distinct from traditional GMO regulation.,3,claude-opus-5-high,gpt-6-astra-high,con,1.0,1.4,1.2,0.7333333333333334,0.8594444444444446,0.46666666666666656,-0.19999999999999996,0.3999999999999999,1,1,1,0,0,1,0,1,0,0,0,,,c23bfac0faab77d1fe22ae61,3cf4070d46c172f6eaefd77a,8.0,7.0,1.0,0.666666666666667,0.33333333333333304,8.0,7.0,1.0,1.333333333333333,-0.33333333333333304,7.0,7.0,0.0,0.0,0.0,8.0,6.0,2.0,1.666666666666667,0.33333333333333304,8.0,7.0,1.0,1.666666666666667,-0.666666666666667
prop_0630__gpt-6-astra-high__claude-opus-5-high__s1__tpl_placement_active_20260813a,prop_0630__claude-opus-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0630,Countries should allow limited “gene-edited” crops under streamlined rules distinct from traditional GMO regulation.,3,gpt-6-astra-high,claude-opus-5-high,pro,2.2,2.3,2.25,-0.7333333333333334,-0.8594444444444446,2.9833333333333334,-0.04999999999999982,0.09999999999999964,1,-1,1,0,0,0,1,0,0,0,0,0.0,0.0,0d2ea5bcd792fc6c6c6361f0,914e997a44614d956a0e3bf3,8.0,5.5,2.5,-0.666666666666667,3.166666666666667,8.0,5.0,3.0,-1.333333333333333,4.333333333333333,8.0,5.0,3.0,0.0,3.0,7.0,6.0,1.0,-1.666666666666667,2.666666666666667,8.0,6.0,2.0,-1.666666666666667,3.666666666666667
prop_0630__claude-opus-5-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a,prop_0630__claude-opus-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0630,Countries should allow limited “gene-edited” crops under streamlined rules distinct from traditional GMO regulation.,3,claude-opus-5-high,gpt-6-astra-high,pro,1.2,1.1,1.15,-0.39999999999999997,-0.4840277777777778,1.5499999999999998,0.04999999999999993,0.09999999999999987,1,0,1,0,0,0,0,0,0,0,0,,,a629c70188de1457d59f746b,dfd80e7a86720fc588e0636d,8.0,7.0,1.0,0.0,1.0,8.0,7.0,1.0,-0.33333333333333304,1.333333333333333,7.0,7.0,0.0,0.0,0.0,7.5,7.5,0.0,0.666666666666667,-0.666666666666667,8.5,6.5,2.0,1.0,1.0
prop_0632__claude-fable-5-1-high__grok-4.6-high__s0__tpl_placement_active_20260813a,prop_0632__claude-fable-5-1-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0632,"Health insurers should be required to cover FDA-authorized anti-obesity medications when clinically indicated, with value-based pricing or outcomes-based contracts to control spending.",3,claude-fable-5-1-high,grok-4.6-high,pro,1.4,1.2,1.2999999999999998,-0.3000000000000001,-0.4092592592666668,1.5999999999999999,0.09999999999999998,0.19999999999999996,1,0,1,0,0,0,0,0,0,0,0,,,65b93683499dceca52f632bd,92d316d3a8026ad7780c4263,7.5,6.5,1.0,0.3333333333333339,0.6666666666666661,7.5,6.5,1.0,0.0,1.0,7.0,6.5,0.5,0.0,0.5,6.5,6.0,0.5,0.33333333333333304,0.16666666666666696,8.0,6.5,1.5,0.666666666666667,0.833333333333333
prop_0632__grok-4.6-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0632__claude-fable-5-1-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0632,"Health insurers should be required to cover FDA-authorized anti-obesity medications when clinically indicated, with value-based pricing or outcomes-based contracts to control spending.",3,claude-fable-5-1-high,grok-4.6-high,con,1.7,2.0,1.85,0.8333333333333334,0.6768518518666667,1.0166666666666666,-0.15000000000000002,0.30000000000000004,1,1,1,0,0,1,0,1,0,0,0,,,23466134462828b47ad2c9e6,c8586980e5aee63cf4710426,8.0,6.0,2.0,1.0,1.0,8.0,6.0,2.0,1.0000000000000009,0.9999999999999991,7.0,6.5,0.5,0.0,0.5,7.0,5.5,1.5,0.666666666666667,0.833333333333333,7.0,7.0,0.0,0.0,0.0
prop_0632__grok-4.6-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0632__claude-fable-5-1-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0632,"Health insurers should be required to cover FDA-authorized anti-obesity medications when clinically indicated, with value-based pricing or outcomes-based contracts to control spending.",3,grok-4.6-high,claude-fable-5-1-high,pro,-1.3,-1.5,-1.4,-0.8333333333333334,-0.6768518518666667,-0.5666666666666665,0.09999999999999998,0.19999999999999996,-1,-1,0,0,1,0,1,1,1,0,0,1.0,1.0,0ea0472d8a905c3969b66597,d695cfb3d9f49f8d4f1f5338,7.0,8.0,-1.0,-1.0,0.0,7.5,8.5,-1.0,-1.0000000000000009,8.881784197001252e-16,7.0,7.5,-0.5,0.0,-0.5,7.0,7.5,-0.5,-0.666666666666667,0.16666666666666696,8.0,8.0,0.0,0.0,0.0
prop_0632__claude-fable-5-1-high__grok-4.6-high__s0__tpl_placement_active_20260813a,prop_0632__claude-fable-5-1-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0632,"Health insurers should be required to cover FDA-authorized anti-obesity medications when clinically indicated, with value-based pricing or outcomes-based contracts to control spending.",3,grok-4.6-high,claude-fable-5-1-high,con,1.2,1.5,1.35,0.3000000000000001,0.4092592592666668,1.05,-0.15000000000000002,0.30000000000000004,1,0,1,0,0,0,0,0,0,0,0,,,e4a6e43caec1de7847138d59,1fb16908050c8a0e8f115af1,8.0,7.0,1.0,-0.3333333333333339,1.333333333333334,8.0,7.0,1.0,0.0,1.0,8.0,7.0,1.0,0.0,1.0,7.0,7.0,0.0,-0.33333333333333304,0.33333333333333304,7.0,8.0,-1.0,-0.666666666666667,-0.33333333333333304
prop_0223__glm-5-3-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0223__claude-fable-5-1-high__glm-5-3-high__tpl_placement_active_20260813a,prop_0223,"For reducing traffic fatalities, automated speed enforcement delivers larger safety gains with fewer negative externalities than increasing traditional police traffic stops.",3,claude-fable-5-1-high,glm-5-3-high,con,1.3,1.1,1.2000000000000002,0.5,0.513148148148148,0.7000000000000002,0.09999999999999998,0.19999999999999996,1,1,1,0,0,1,0,1,0,0,0,,,6823a21f419d0a1deaf4db8b,e05c11969833afbcc16e6a78,7.0,7.0,0.0,0.33333333333333304,-0.33333333333333304,8.0,6.5,1.5,0.666666666666667,0.833333333333333,7.0,6.5,0.5,0.666666666666667,-0.16666666666666696,7.0,6.0,1.0,1.0,0.0,8.0,7.0,1.0,0.6666666666666661,0.3333333333333339
prop_0223__claude-fable-5-1-high__glm-5-3-high__s0__tpl_placement_active_20260813a,prop_0223__claude-fable-5-1-high__glm-5-3-high__tpl_placement_active_20260813a,prop_0223,"For reducing traffic fatalities, automated speed enforcement delivers larger safety gains with fewer negative externalities than increasing traditional police traffic stops.",3,claude-fable-5-1-high,glm-5-3-high,pro,1.5,1.6,1.55,1.6666666666666667,1.6338888888888885,-0.1166666666666667,-0.050000000000000044,0.10000000000000009,1,1,1,0,0,1,0,1,0,0,0,,,5ea3ce2440d26e6f0c6fe61f,49d90b050b0344a21792d321,8.0,6.0,2.0,1.333333333333334,0.6666666666666661,7.5,6.5,1.0,1.0000000000000009,-8.881784197001252e-16,7.5,6.0,1.5,1.333333333333333,0.16666666666666696,6.0,6.5,-0.5,0.33333333333333304,-0.833333333333333,7.5,7.0,0.5,0.6666666666666661,-0.16666666666666607
prop_0223__glm-5-3-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0223__claude-fable-5-1-high__glm-5-3-high__tpl_placement_active_20260813a,prop_0223,"For reducing traffic fatalities, automated speed enforcement delivers larger safety gains with fewer negative externalities than increasing traditional police traffic stops.",3,glm-5-3-high,claude-fable-5-1-high,pro,-1.2,0.9,-0.14999999999999997,-0.5,-0.513148148148148,0.35000000000000003,-1.05,2.1,0,-1,0,1,0,0,1,0,0,1,1,0.0,0.0,414f7c6e77a9ea4a3873c3f5,0d894df207f8e16adc6dac5d,7.5,7.0,0.5,-0.33333333333333304,0.833333333333333,6.5,8.0,-1.5,-0.666666666666667,-0.833333333333333,7.0,7.0,0.0,-0.666666666666667,0.666666666666667,7.0,7.5,-0.5,-1.0,0.5,7.0,8.0,-1.0,-0.6666666666666661,-0.3333333333333339
