side_swap_group_id,topic_id,proposition_text,model_a,model_b,debate_ids,debate_count,swap_complete,rating_eligible,judgment_rows,judge_models,judge_count,normalized_margin_rows,mean_confidence,mean_entertainment_value,mean_signed_margin_a_raw,mean_signed_margin_a_norm,score_a_raw,score_a_norm,winner_raw,winner_norm
prop_0539__claude-fable-5-1-high__claude-opus-5-high__tpl_placement_active_20260813a,prop_0539,"Cross-border commercial surrogacy should remain legal only when agencies and clinics meet enforceable anti-exploitation, parentage, and health-protection standards.",claude-fable-5-1-high,claude-opus-5-high,prop_0539__claude-fable-5-1-high__claude-opus-5-high__s0__tpl_placement_active_20260813a|prop_0539__claude-opus-5-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,2,1,1,6,gpt-5.6-high|kimi-k2.6|qwen3.7-max,3,6,,8.666666666666666,0.65,0.6925925925833334,0.521978021978022,0.5266585266575091,claude-fable-5-1-high,claude-fable-5-1-high
prop_0545__claude-opus-5-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0545,"For most patients, shifting from opt-in to presumed consent for organ donation would measurably increase transplant rates without increasing ethical violations or family distress.",claude-opus-5-high,grok-4.6-high,prop_0545__claude-opus-5-high__grok-4.6-high__s0__tpl_placement_active_20260813a|prop_0545__grok-4.6-high__claude-opus-5-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|gpt-5.6-high|muse-spark-1.1-high,3,6,,8.0,0.7000000000000001,0.6020833333333333,0.5274725274725275,0.5167124542124542,claude-opus-5-high,claude-opus-5-high
prop_0546__grok-4.6-high__kimi-k3__tpl_placement_active_20260813a,prop_0546,Public funding for local journalism (with firewall governance) would reduce political polarization and corruption more than it would increase partisan capture or propaganda risks.,grok-4.6-high,kimi-k3,prop_0546__grok-4.6-high__kimi-k3__s0__tpl_placement_active_20260813a|prop_0546__kimi-k3__grok-4.6-high__s1__tpl_placement_active_20260813a,2,1,1,6,claude-sonnet-5-high|gpt-5.6-high|qwen3.7-max,3,6,,8.166666666666666,-0.7333333333333334,-0.6973148148166667,0.4688644688644688,0.4728225478223443,kimi-k3,kimi-k3
prop_0549__claude-opus-5-high__kimi-k3__tpl_placement_active_20260320f,prop_0549,"Over the next five years, expanding medication-assisted treatment and harm reduction will reduce U.S. overdose deaths more than increasing fentanyl interdiction and drug trafficking penalties.",claude-opus-5-high,kimi-k3,prop_0549__claude-opus-5-high__kimi-k3__s0__tpl_placement_active_20260320f|prop_0549__kimi-k3__claude-opus-5-high__s1__tpl_placement_active_20260320f,2,1,1,6,gpt-5.6-high|muse-spark-1.1-high|qwen3.7-max,3,6,,8.333333333333334,1.0166666666666666,0.9109953703666666,0.5622710622710623,0.5506588319084249,claude-opus-5-high,claude-opus-5-high
prop_0550__claude-opus-5-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0550,Expanding paid youth apprenticeships and employer-linked career pathways would raise long-run earnings more than expanding traditional four-year college enrollment subsidies.,claude-opus-5-high,muse-spark-1.3-high,prop_0550__claude-opus-5-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a|prop_0550__muse-spark-1.3-high__claude-opus-5-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|gpt-5.6-high|grok-4.5-high,3,6,,8.0,1.6166666666666665,1.57564814815,0.6282051282051282,0.6236975986978022,claude-opus-5-high,claude-opus-5-high
prop_0556__claude-fable-5-1-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0556,"Governments should prohibit data brokers from selling individuals’ precise location data without explicit, time-limited opt-in consent.",claude-fable-5-1-high,gpt-6-astra-high,prop_0556__claude-fable-5-1-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a|prop_0556__gpt-6-astra-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,2,1,1,6,grok-4.5-high|kimi-k2.6|muse-spark-1.1-high,3,6,,7.5,1.1666666666666667,1.321041666666667,0.5787545787545788,0.5957188644688645,claude-fable-5-1-high,claude-fable-5-1-high
prop_0559__claude-fable-5-1-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0559,Online platforms should be legally required to provide interoperable data portability and social-graph transfer for users.,claude-fable-5-1-high,muse-spark-1.3-high,prop_0559__claude-fable-5-1-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a|prop_0559__muse-spark-1.3-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|gpt-5.6-high|kimi-k2.6,3,6,,8.333333333333334,0.7333333333333334,0.7854629629666667,0.5311355311355311,0.5368640618644689,claude-fable-5-1-high,claude-fable-5-1-high
prop_0559__claude-sonnet-5-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0559,Online platforms should be legally required to provide interoperable data portability and social-graph transfer for users.,claude-sonnet-5-high,grok-4.6-high,prop_0559__claude-sonnet-5-high__grok-4.6-high__s0__tpl_placement_active_20260813a|prop_0559__grok-4.6-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|gpt-5.6-high|muse-spark-1.1-high,3,6,,8.0,1.0,1.0026851851833334,0.5604395604395604,0.5607346357344323,claude-sonnet-5-high,claude-sonnet-5-high
prop_0563__claude-sonnet-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0563,"On balance, the United States and its allies should make long-term military aid to Ukraine a standing commitment even if it reduces resources for other priorities.",claude-sonnet-5-high,gpt-6-astra-high,prop_0563__claude-sonnet-5-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a|prop_0563__gpt-6-astra-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|grok-4.5-high|kimi-k2.6,3,6,,7.5,-0.5,-0.5524999999999999,0.4945054945054945,0.4887362637362638,gpt-6-astra-high,gpt-6-astra-high
prop_0568__claude-fable-5-1-high__kimi-k3__tpl_placement_active_20260813a,prop_0568,Governments should require major retailers to accept cash for essential goods.,claude-fable-5-1-high,kimi-k3,prop_0568__claude-fable-5-1-high__kimi-k3__s0__tpl_placement_active_20260813a|prop_0568__kimi-k3__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,2,1,1,6,gpt-5.6-high|grok-4.5-high|muse-spark-1.1-high,3,6,,8.0,0.5499999999999999,0.6012962962833334,0.510989010989011,0.5166259666245421,claude-fable-5-1-high,claude-fable-5-1-high
prop_0576__grok-4.6-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0576,Religious organizations should lose tax advantages when they operate as overt partisan political actors rather than as primarily charitable or spiritual institutions.,grok-4.6-high,muse-spark-1.3-high,prop_0576__grok-4.6-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a|prop_0576__muse-spark-1.3-high__grok-4.6-high__s1__tpl_placement_active_20260813a,2,1,1,6,claude-sonnet-5-high|gpt-5.6-high|qwen3.7-max,3,6,,8.333333333333334,0.0166666666666666,0.0143915343915343,0.5,0.5,tie,tie
prop_0577__claude-fable-5-1-high__glm-5-3-high__tpl_placement_active_20260813a,prop_0577,Expanding legal pathways for seasonal and sectoral work will reduce irregular migration more effectively than increasing border enforcement.,claude-fable-5-1-high,glm-5-3-high,prop_0577__claude-fable-5-1-high__glm-5-3-high__s0__tpl_placement_active_20260813a|prop_0577__glm-5-3-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|muse-spark-1.1-high|qwen3.7-max,3,6,,8.333333333333334,1.8,1.6291666666666669,0.6483516483516484,0.6295787545787546,claude-fable-5-1-high,claude-fable-5-1-high
prop_0579__grok-4.6-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0579,Introducing a national digital ID option will reduce fraud and improve access to services more than it will increase surveillance and data-breach harms.,grok-4.6-high,muse-spark-1.3-high,prop_0579__grok-4.6-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a|prop_0579__muse-spark-1.3-high__grok-4.6-high__s1__tpl_placement_active_20260813a,2,1,1,6,claude-sonnet-5-high|gemini-3.1-pro-preview|kimi-k2.6,3,6,,7.666666666666667,-0.5666666666666667,-0.4992063492063491,0.4871794871794871,0.4945927088784231,muse-spark-1.3-high,muse-spark-1.3-high
prop_0581__gpt-6-astra-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0581,Strict merger enforcement in the US (blocking more horizontal and vertical deals) would lower consumer prices and raise innovation more than it would reduce productivity or economies of scale.,gpt-6-astra-high,muse-spark-1.3-high,prop_0581__gpt-6-astra-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a|prop_0581__muse-spark-1.3-high__gpt-6-astra-high__s1__tpl_placement_active_20260813a,2,1,1,6,grok-4.5-high|kimi-k2.6|qwen3.7-max,3,6,,7.5,0.8833333333333333,1.001111111111111,0.5476190476190477,0.5605616605616606,gpt-6-astra-high,gpt-6-astra-high
prop_0584__claude-fable-5-1-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0584,"Over the next three years, central banks should prioritize keeping inflation near target even if it causes a modest rise in unemployment.",claude-fable-5-1-high,muse-spark-1.3-high,prop_0584__claude-fable-5-1-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a|prop_0584__muse-spark-1.3-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|grok-4.5-high|qwen3.7-max,3,6,,7.833333333333333,1.7166666666666668,1.600833333333333,0.6391941391941393,0.6264652014652015,claude-fable-5-1-high,claude-fable-5-1-high
prop_0599__grok-4.6-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0599,The African Union should pursue a continent-wide digital ID framework to improve service delivery even if it increases surveillance risks.,grok-4.6-high,muse-spark-1.3-high,prop_0599__grok-4.6-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a|prop_0599__muse-spark-1.3-high__grok-4.6-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|kimi-k2.6|qwen3.7-max,3,6,,8.166666666666666,0.1,-0.0425,0.5,0.5,tie,tie
prop_0602__claude-sonnet-5-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0602,Governments should require app stores and mobile operating systems to permit third-party payment systems and sideloading under baseline security standards.,claude-sonnet-5-high,muse-spark-1.3-high,prop_0602__claude-sonnet-5-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a|prop_0602__muse-spark-1.3-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|gpt-5.6-high|grok-4.5-high,3,6,,7.666666666666667,-0.3833333333333333,-0.360462962962963,0.5,0.5,tie,tie
prop_0604__claude-opus-5-high__kimi-k3__tpl_placement_active_20260320f,prop_0604,The European Union should move from “risk-based” AI regulation to mandatory licensing for frontier general-purpose AI models deployed in the EU market.,claude-opus-5-high,kimi-k3,prop_0604__claude-opus-5-high__kimi-k3__s0__tpl_placement_active_20260320f|prop_0604__kimi-k3__claude-opus-5-high__s1__tpl_placement_active_20260320f,2,1,1,6,gemini-3.1-pro-preview|grok-4.5-high|qwen3.7-max,3,6,,8.0,0.5499999999999999,0.5997222222333334,0.510989010989011,0.5164529914542124,claude-opus-5-high,claude-opus-5-high
prop_0604__gpt-6-astra-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0604,The European Union should move from “risk-based” AI regulation to mandatory licensing for frontier general-purpose AI models deployed in the EU market.,gpt-6-astra-high,muse-spark-1.3-high,prop_0604__gpt-6-astra-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a|prop_0604__muse-spark-1.3-high__gpt-6-astra-high__s1__tpl_placement_active_20260813a,2,1,1,6,claude-sonnet-5-high|gemini-3.1-pro-preview|grok-4.5-high,3,6,,7.5,0.0833333333333333,0.0823015873015873,0.5,0.5,tie,tie
prop_0616__claude-fable-5-1-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0616,"Governments should restrict exports of advanced semiconductor manufacturing equipment to slow adversarial military AI development, even at major commercial cost.",claude-fable-5-1-high,grok-4.6-high,prop_0616__claude-fable-5-1-high__grok-4.6-high__s0__tpl_placement_active_20260813a|prop_0616__grok-4.6-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,2,1,1,6,kimi-k2.6|muse-spark-1.1-high|qwen3.7-max,3,6,,7.833333333333333,1.3,1.383611111116667,0.5934065934065934,0.6025946275952381,claude-fable-5-1-high,claude-fable-5-1-high
prop_0619__gpt-6-astra-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0619,Governments should create a legal duty for social media platforms to mitigate foreseeable offline harms from coordinated harassment campaigns.,gpt-6-astra-high,grok-4.6-high,prop_0619__gpt-6-astra-high__grok-4.6-high__s0__tpl_placement_active_20260813a|prop_0619__grok-4.6-high__gpt-6-astra-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|kimi-k2.6|qwen3.7-max,3,6,,8.166666666666666,-0.5333333333333333,-0.5713888888888888,0.4908424908424908,0.4866605616605616,grok-4.6-high,grok-4.6-high
prop_0620__glm-5-3-high__kimi-k3__tpl_placement_active_20260813a,prop_0620,Courts and regulators should treat large-scale personal-data harvesting for targeted advertising as presumptively unlawful without explicit opt-in consent.,glm-5-3-high,kimi-k3,prop_0620__glm-5-3-high__kimi-k3__s0__tpl_placement_active_20260813a|prop_0620__kimi-k3__glm-5-3-high__s1__tpl_placement_active_20260813a,2,1,1,6,claude-sonnet-5-high|grok-4.5-high|qwen3.7-max,3,6,,7.666666666666667,-0.0833333333333333,-0.080952380952381,0.5,0.5,tie,tie
prop_0623__grok-4.6-high__kimi-k3__tpl_placement_active_20260813a,prop_0623,"On balance, governments should adopt sectoral bargaining frameworks to set minimum pay and standards across entire industries.",grok-4.6-high,kimi-k3,prop_0623__grok-4.6-high__kimi-k3__s0__tpl_placement_active_20260813a|prop_0623__kimi-k3__grok-4.6-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|gpt-5.6-high|muse-spark-1.1-high,3,6,,8.0,-1.0333333333333334,-1.0278703703833334,0.4358974358974359,0.436497761496337,kimi-k3,kimi-k3
prop_0626__claude-opus-5-high__claude-sonnet-5-high__tpl_placement_active_20260320f,prop_0626,States should ban the deployment of fully autonomous lethal weapons systems that can select and engage targets without meaningful human control.,claude-opus-5-high,claude-sonnet-5-high,prop_0626__claude-opus-5-high__claude-sonnet-5-high__s0__tpl_placement_active_20260320f|prop_0626__claude-sonnet-5-high__claude-opus-5-high__s1__tpl_placement_active_20260320f,2,1,1,6,gemini-3.1-pro-preview|muse-spark-1.1-high|qwen3.7-max,3,6,,8.0,1.95,1.7672916666666667,0.6648351648351648,0.644757326007326,claude-opus-5-high,claude-opus-5-high
prop_0626__claude-sonnet-5-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0626,States should ban the deployment of fully autonomous lethal weapons systems that can select and engage targets without meaningful human control.,claude-sonnet-5-high,muse-spark-1.3-high,prop_0626__claude-sonnet-5-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a|prop_0626__muse-spark-1.3-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,2,1,1,6,grok-4.5-high|kimi-k2.6|qwen3.7-max,3,6,,7.666666666666667,0.1833333333333333,0.2077777777833333,0.5,0.5,tie,tie
prop_0628__claude-fable-5-1-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0628,"Governments should require frontier AI model developers to complete and publish standardized pre-deployment safety evaluations, with penalties for noncompliance.",claude-fable-5-1-high,gpt-6-astra-high,prop_0628__claude-fable-5-1-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a|prop_0628__gpt-6-astra-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,2,1,1,6,grok-4.5-high|kimi-k2.6|muse-spark-1.1-high,3,6,,7.333333333333333,1.1833333333333331,1.335208333333333,0.5805860805860806,0.597275641025641,claude-fable-5-1-high,claude-fable-5-1-high
prop_0630__claude-opus-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0630,Countries should allow limited “gene-edited” crops under streamlined rules distinct from traditional GMO regulation.,claude-opus-5-high,gpt-6-astra-high,prop_0630__claude-opus-5-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a|prop_0630__gpt-6-astra-high__claude-opus-5-high__s1__tpl_placement_active_20260813a,2,1,1,6,grok-4.5-high|kimi-k2.6|muse-spark-1.1-high,3,6,,7.5,0.1666666666666667,0.1877083333333333,0.5,0.5,tie,tie
prop_0632__claude-fable-5-1-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0632,"Health insurers should be required to cover FDA-authorized anti-obesity medications when clinically indicated, with value-based pricing or outcomes-based contracts to control spending.",claude-fable-5-1-high,grok-4.6-high,prop_0632__claude-fable-5-1-high__grok-4.6-high__s0__tpl_placement_active_20260813a|prop_0632__grok-4.6-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,2,1,1,6,gpt-5.6-high|muse-spark-1.1-high|qwen3.7-max,3,6,,7.833333333333333,0.2666666666666666,0.1337962963,0.5,0.5,tie,tie
prop_0635__grok-4.6-high__kimi-k3__tpl_placement_active_20260813a,prop_0635,AI model providers should face product-liability-style responsibility for foreseeable harms caused by deployed model behavior when reasonable safeguards were not implemented.,grok-4.6-high,kimi-k3,prop_0635__grok-4.6-high__kimi-k3__s0__tpl_placement_active_20260813a|prop_0635__kimi-k3__grok-4.6-high__s1__tpl_placement_active_20260813a,2,1,1,6,claude-sonnet-5-high|gemini-3.1-pro-preview|muse-spark-1.1-high,3,6,,7.5,-1.1,-1.009375,0.4285714285714286,0.4385302197802198,kimi-k3,kimi-k3
prop_0638__claude-fable-5-1-high__kimi-k3__tpl_placement_active_20260813a,prop_0638,"Governments should fund fundamental science through long-term block grants rather than short-cycle competitive project grants, even at the cost of less accountability per dollar.",claude-fable-5-1-high,kimi-k3,prop_0638__claude-fable-5-1-high__kimi-k3__s0__tpl_placement_active_20260813a|prop_0638__kimi-k3__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,2,1,1,6,gpt-5.6-high|muse-spark-1.1-high|qwen3.7-max,3,6,,8.333333333333334,1.3166666666666669,1.23761574075,0.5952380952380952,0.5865511803021978,claude-fable-5-1-high,claude-fable-5-1-high
prop_0648__claude-fable-5-1-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0648,Countries should build civilian cyber-reserve programs rather than rely on standing military cyber units.,claude-fable-5-1-high,grok-4.6-high,prop_0648__claude-fable-5-1-high__grok-4.6-high__s0__tpl_placement_active_20260813a|prop_0648__grok-4.6-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,2,1,1,6,kimi-k2.6|muse-spark-1.1-high|qwen3.7-max,3,6,,7.333333333333333,0.5499999999999999,0.4580555555499999,0.510989010989011,0.5008852258846154,claude-fable-5-1-high,claude-fable-5-1-high
prop_0649__gpt-6-astra-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0649,Countries should allow peer-to-peer rooftop solar trading.,gpt-6-astra-high,muse-spark-1.3-high,prop_0649__gpt-6-astra-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a|prop_0649__muse-spark-1.3-high__gpt-6-astra-high__s1__tpl_placement_active_20260813a,2,1,1,6,grok-4.5-high|kimi-k2.6|qwen3.7-max,3,6,,7.5,-0.0666666666666666,0.1133333333333333,0.5,0.5,tie,tie
prop_0650__claude-sonnet-5-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0650,Widespread adoption of continuous glucose monitors by non-diabetic people will improve public health more than it will fuel anxiety and over-medicalization.,claude-sonnet-5-high,grok-4.6-high,prop_0650__claude-sonnet-5-high__grok-4.6-high__s0__tpl_placement_active_20260813a|prop_0650__grok-4.6-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,2,1,1,6,gpt-5.6-high|kimi-k2.6|muse-spark-1.1-high,3,6,,7.666666666666667,-0.2499999999999999,-0.2561805555666667,0.5,0.5,tie,tie
prop_0651__gpt-6-astra-high__kimi-k3__tpl_placement_active_20260813a,prop_0651,"The dominance of English as the global language of science, business, and the internet does more harm than good to non-anglophone cultures and knowledge systems.",gpt-6-astra-high,kimi-k3,prop_0651__gpt-6-astra-high__kimi-k3__s0__tpl_placement_active_20260813a|prop_0651__kimi-k3__gpt-6-astra-high__s1__tpl_placement_active_20260813a,2,1,1,6,claude-sonnet-5-high|gemini-3.1-pro-preview|qwen3.7-max,3,6,,7.833333333333333,-1.8833333333333333,-1.6817857142857144,0.3424908424908425,0.3646389324960753,kimi-k3,kimi-k3
prop_0661__claude-opus-5-high__kimi-k3__tpl_placement_active_20260320f,prop_0661,Employers should be required to disclose algorithmic monitoring and performance-scoring systems to workers and regulators.,claude-opus-5-high,kimi-k3,prop_0661__claude-opus-5-high__kimi-k3__s0__tpl_placement_active_20260320f|prop_0661__kimi-k3__claude-opus-5-high__s1__tpl_placement_active_20260320f,2,1,1,6,gpt-5.6-high|grok-4.5-high|muse-spark-1.1-high,3,6,,7.833333333333333,-0.5666666666666667,-0.6150694444333333,0.4871794871794871,0.4818605006117216,kimi-k3,kimi-k3
prop_0662__claude-opus-5-high__kimi-k3__tpl_placement_active_20260320f,prop_0662,Governments should require platform work to count toward unemployment insurance and social-insurance eligibility using standardized earnings records.,claude-opus-5-high,kimi-k3,prop_0662__claude-opus-5-high__kimi-k3__s0__tpl_placement_active_20260320f|prop_0662__kimi-k3__claude-opus-5-high__s1__tpl_placement_active_20260320f,2,1,1,6,gpt-5.6-high|grok-4.5-high|qwen3.7-max,3,6,,8.166666666666666,1.25,1.2057407407333334,0.5879120879120879,0.5830484330476191,claude-opus-5-high,claude-opus-5-high
prop_0663__claude-sonnet-5-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0663,WHO members should give the organization stronger outbreak-verification access even if it constrains national control over early crisis messaging.,claude-sonnet-5-high,muse-spark-1.3-high,prop_0663__claude-sonnet-5-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a|prop_0663__muse-spark-1.3-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|grok-4.5-high|qwen3.7-max,3,6,,8.333333333333334,0.1666666666666666,0.2738888888888889,0.5,0.5,tie,tie
prop_0665__claude-fable-5-1-high__glm-5-3-high__tpl_placement_active_20260813a,prop_0665,Public health systems should fund mitochondrial replacement therapy to prevent severe inherited mitochondrial disease.,claude-fable-5-1-high,glm-5-3-high,prop_0665__claude-fable-5-1-high__glm-5-3-high__s0__tpl_placement_active_20260813a|prop_0665__glm-5-3-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|kimi-k2.6|muse-spark-1.1-high,3,6,,7.833333333333333,0.4666666666666666,0.539513888888889,0.5018315018315018,0.509836691086691,claude-fable-5-1-high,claude-fable-5-1-high
prop_0667__gpt-6-astra-high__kimi-k3__tpl_placement_active_20260813a,prop_0667,Mandatory nationwide E-Verify for new hires would meaningfully reduce unauthorized employment without causing large increases in discrimination or labor shortages.,gpt-6-astra-high,kimi-k3,prop_0667__gpt-6-astra-high__kimi-k3__s0__tpl_placement_active_20260813a|prop_0667__kimi-k3__gpt-6-astra-high__s1__tpl_placement_active_20260813a,2,1,1,6,claude-sonnet-5-high|muse-spark-1.1-high|qwen3.7-max,3,6,,7.333333333333333,-1.8666666666666665,-1.7693154761904764,0.3443223443223443,0.3550202773417059,kimi-k3,kimi-k3
prop_0670__claude-fable-5-1-high__claude-opus-5-high__tpl_placement_active_20260813a,prop_0670,Platforms should treat coordinated harassment and doxxing as grounds for immediate account suspension even when individual posts are not explicitly threatening.,claude-fable-5-1-high,claude-opus-5-high,prop_0670__claude-fable-5-1-high__claude-opus-5-high__s0__tpl_placement_active_20260813a|prop_0670__claude-opus-5-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,2,1,1,6,gpt-5.6-high|grok-4.5-high|muse-spark-1.1-high,3,6,,8.0,-0.0833333333333333,-0.1015277777833333,0.5,0.5,tie,tie
prop_0678__claude-fable-5-1-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0678,Companies should be allowed to use AI-driven video and keystroke monitoring of remote workers only with opt-in consent and strict limits.,claude-fable-5-1-high,grok-4.6-high,prop_0678__claude-fable-5-1-high__grok-4.6-high__s0__tpl_placement_active_20260813a|prop_0678__grok-4.6-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,2,1,1,6,gpt-5.6-high|muse-spark-1.1-high|qwen3.7-max,3,6,,7.833333333333333,1.35,1.28680555555,0.5989010989010989,0.591956654456044,claude-fable-5-1-high,claude-fable-5-1-high
prop_0681__claude-fable-5-1-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0681,Cities should expand non-police crisis response teams for mental health calls even if response times increase in some neighborhoods.,claude-fable-5-1-high,grok-4.6-high,prop_0681__claude-fable-5-1-high__grok-4.6-high__s0__tpl_placement_active_20260813a|prop_0681__grok-4.6-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,2,1,1,6,gemini-3.1-pro-preview|kimi-k2.6|qwen3.7-max,3,6,,8.333333333333334,1.1,0.9538888888833332,0.5714285714285714,0.5553724053717949,claude-fable-5-1-high,claude-fable-5-1-high
