debate_id,side_swap_group_id,topic_id,model_pro,model_con,pro_participant_winner,con_participant_winner,same_verdict,both_choose_self,both_choose_opponent
prop_0620__glm-5-3-high__kimi-k3__s0__tpl_placement_active_20260813a,prop_0620__glm-5-3-high__kimi-k3__tpl_placement_active_20260813a,prop_0620,glm-5-3-high,kimi-k3,TIE,TIE,1,0,0
prop_0620__kimi-k3__glm-5-3-high__s1__tpl_placement_active_20260813a,prop_0620__glm-5-3-high__kimi-k3__tpl_placement_active_20260813a,prop_0620,kimi-k3,glm-5-3-high,kimi-k3,TIE,0,0,0
prop_0623__grok-4.6-high__kimi-k3__s0__tpl_placement_active_20260813a,prop_0623__grok-4.6-high__kimi-k3__tpl_placement_active_20260813a,prop_0623,grok-4.6-high,kimi-k3,kimi-k3,kimi-k3,1,0,0
prop_0623__kimi-k3__grok-4.6-high__s1__tpl_placement_active_20260813a,prop_0623__grok-4.6-high__kimi-k3__tpl_placement_active_20260813a,prop_0623,kimi-k3,grok-4.6-high,kimi-k3,grok-4.6-high,0,1,0
prop_0626__claude-opus-5-high__claude-sonnet-5-high__s0__tpl_placement_active_20260320f,prop_0626__claude-opus-5-high__claude-sonnet-5-high__tpl_placement_active_20260320f,prop_0626,claude-opus-5-high,claude-sonnet-5-high,claude-opus-5-high,claude-opus-5-high,1,0,0
prop_0626__claude-sonnet-5-high__claude-opus-5-high__s1__tpl_placement_active_20260320f,prop_0626__claude-opus-5-high__claude-sonnet-5-high__tpl_placement_active_20260320f,prop_0626,claude-sonnet-5-high,claude-opus-5-high,claude-opus-5-high,claude-opus-5-high,1,0,0
prop_0626__claude-sonnet-5-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0626__claude-sonnet-5-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0626,claude-sonnet-5-high,muse-spark-1.3-high,muse-spark-1.3-high,muse-spark-1.3-high,1,0,0
prop_0626__muse-spark-1.3-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,prop_0626__claude-sonnet-5-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0626,muse-spark-1.3-high,claude-sonnet-5-high,muse-spark-1.3-high,claude-sonnet-5-high,0,1,0
prop_0628__claude-fable-5-1-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a,prop_0628__claude-fable-5-1-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0628,claude-fable-5-1-high,gpt-6-astra-high,claude-fable-5-1-high,gpt-6-astra-high,0,1,0
prop_0628__gpt-6-astra-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0628__claude-fable-5-1-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0628,gpt-6-astra-high,claude-fable-5-1-high,gpt-6-astra-high,claude-fable-5-1-high,0,1,0
prop_0630__claude-opus-5-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a,prop_0630__claude-opus-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0630,claude-opus-5-high,gpt-6-astra-high,claude-opus-5-high,gpt-6-astra-high,0,1,0
prop_0630__gpt-6-astra-high__claude-opus-5-high__s1__tpl_placement_active_20260813a,prop_0630__claude-opus-5-high__gpt-6-astra-high__tpl_placement_active_20260813a,prop_0630,gpt-6-astra-high,claude-opus-5-high,gpt-6-astra-high,claude-opus-5-high,0,1,0
prop_0632__claude-fable-5-1-high__grok-4.6-high__s0__tpl_placement_active_20260813a,prop_0632__claude-fable-5-1-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0632,claude-fable-5-1-high,grok-4.6-high,claude-fable-5-1-high,grok-4.6-high,0,1,0
prop_0632__grok-4.6-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0632__claude-fable-5-1-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0632,grok-4.6-high,claude-fable-5-1-high,claude-fable-5-1-high,claude-fable-5-1-high,1,0,0
prop_0635__grok-4.6-high__kimi-k3__s0__tpl_placement_active_20260813a,prop_0635__grok-4.6-high__kimi-k3__tpl_placement_active_20260813a,prop_0635,grok-4.6-high,kimi-k3,kimi-k3,kimi-k3,1,0,0
prop_0635__kimi-k3__grok-4.6-high__s1__tpl_placement_active_20260813a,prop_0635__grok-4.6-high__kimi-k3__tpl_placement_active_20260813a,prop_0635,kimi-k3,grok-4.6-high,kimi-k3,TIE,0,0,0
prop_0638__claude-fable-5-1-high__kimi-k3__s0__tpl_placement_active_20260813a,prop_0638__claude-fable-5-1-high__kimi-k3__tpl_placement_active_20260813a,prop_0638,claude-fable-5-1-high,kimi-k3,claude-fable-5-1-high,TIE,0,0,0
prop_0638__kimi-k3__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0638__claude-fable-5-1-high__kimi-k3__tpl_placement_active_20260813a,prop_0638,kimi-k3,claude-fable-5-1-high,claude-fable-5-1-high,claude-fable-5-1-high,1,0,0
prop_0648__claude-fable-5-1-high__grok-4.6-high__s0__tpl_placement_active_20260813a,prop_0648__claude-fable-5-1-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0648,claude-fable-5-1-high,grok-4.6-high,claude-fable-5-1-high,TIE,0,0,0
prop_0648__grok-4.6-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0648__claude-fable-5-1-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0648,grok-4.6-high,claude-fable-5-1-high,claude-fable-5-1-high,claude-fable-5-1-high,1,0,0
prop_0649__gpt-6-astra-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0649__gpt-6-astra-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0649,gpt-6-astra-high,muse-spark-1.3-high,gpt-6-astra-high,gpt-6-astra-high,1,0,0
prop_0649__muse-spark-1.3-high__gpt-6-astra-high__s1__tpl_placement_active_20260813a,prop_0649__gpt-6-astra-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0649,muse-spark-1.3-high,gpt-6-astra-high,gpt-6-astra-high,gpt-6-astra-high,1,0,0
prop_0650__claude-sonnet-5-high__grok-4.6-high__s0__tpl_placement_active_20260813a,prop_0650__claude-sonnet-5-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0650,claude-sonnet-5-high,grok-4.6-high,grok-4.6-high,grok-4.6-high,1,0,0
prop_0650__grok-4.6-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,prop_0650__claude-sonnet-5-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0650,grok-4.6-high,claude-sonnet-5-high,claude-sonnet-5-high,claude-sonnet-5-high,1,0,0
prop_0651__gpt-6-astra-high__kimi-k3__s0__tpl_placement_active_20260813a,prop_0651__gpt-6-astra-high__kimi-k3__tpl_placement_active_20260813a,prop_0651,gpt-6-astra-high,kimi-k3,gpt-6-astra-high,kimi-k3,0,1,0
prop_0651__kimi-k3__gpt-6-astra-high__s1__tpl_placement_active_20260813a,prop_0651__gpt-6-astra-high__kimi-k3__tpl_placement_active_20260813a,prop_0651,kimi-k3,gpt-6-astra-high,TIE,gpt-6-astra-high,0,0,0
prop_0661__claude-opus-5-high__kimi-k3__s0__tpl_placement_active_20260320f,prop_0661__claude-opus-5-high__kimi-k3__tpl_placement_active_20260320f,prop_0661,claude-opus-5-high,kimi-k3,TIE,kimi-k3,0,0,0
prop_0661__kimi-k3__claude-opus-5-high__s1__tpl_placement_active_20260320f,prop_0661__claude-opus-5-high__kimi-k3__tpl_placement_active_20260320f,prop_0661,kimi-k3,claude-opus-5-high,kimi-k3,kimi-k3,1,0,0
prop_0662__claude-opus-5-high__kimi-k3__s0__tpl_placement_active_20260320f,prop_0662__claude-opus-5-high__kimi-k3__tpl_placement_active_20260320f,prop_0662,claude-opus-5-high,kimi-k3,claude-opus-5-high,claude-opus-5-high,1,0,0
prop_0662__kimi-k3__claude-opus-5-high__s1__tpl_placement_active_20260320f,prop_0662__claude-opus-5-high__kimi-k3__tpl_placement_active_20260320f,prop_0662,kimi-k3,claude-opus-5-high,TIE,claude-opus-5-high,0,0,0
prop_0663__claude-sonnet-5-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0663__claude-sonnet-5-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0663,claude-sonnet-5-high,muse-spark-1.3-high,TIE,muse-spark-1.3-high,0,0,0
prop_0663__muse-spark-1.3-high__claude-sonnet-5-high__s1__tpl_placement_active_20260813a,prop_0663__claude-sonnet-5-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0663,muse-spark-1.3-high,claude-sonnet-5-high,muse-spark-1.3-high,claude-sonnet-5-high,0,1,0
prop_0665__claude-fable-5-1-high__glm-5-3-high__s0__tpl_placement_active_20260813a,prop_0665__claude-fable-5-1-high__glm-5-3-high__tpl_placement_active_20260813a,prop_0665,claude-fable-5-1-high,glm-5-3-high,claude-fable-5-1-high,claude-fable-5-1-high,1,0,0
prop_0665__glm-5-3-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0665__claude-fable-5-1-high__glm-5-3-high__tpl_placement_active_20260813a,prop_0665,glm-5-3-high,claude-fable-5-1-high,glm-5-3-high,TIE,0,0,0
prop_0667__gpt-6-astra-high__kimi-k3__s0__tpl_placement_active_20260813a,prop_0667__gpt-6-astra-high__kimi-k3__tpl_placement_active_20260813a,prop_0667,gpt-6-astra-high,kimi-k3,TIE,kimi-k3,0,0,0
prop_0667__kimi-k3__gpt-6-astra-high__s1__tpl_placement_active_20260813a,prop_0667__gpt-6-astra-high__kimi-k3__tpl_placement_active_20260813a,prop_0667,kimi-k3,gpt-6-astra-high,kimi-k3,gpt-6-astra-high,0,1,0
prop_0670__claude-fable-5-1-high__claude-opus-5-high__s0__tpl_placement_active_20260813a,prop_0670__claude-fable-5-1-high__claude-opus-5-high__tpl_placement_active_20260813a,prop_0670,claude-fable-5-1-high,claude-opus-5-high,claude-fable-5-1-high,claude-fable-5-1-high,1,0,0
prop_0670__claude-opus-5-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0670__claude-fable-5-1-high__claude-opus-5-high__tpl_placement_active_20260813a,prop_0670,claude-opus-5-high,claude-fable-5-1-high,claude-fable-5-1-high,claude-fable-5-1-high,1,0,0
prop_0678__claude-fable-5-1-high__grok-4.6-high__s0__tpl_placement_active_20260813a,prop_0678__claude-fable-5-1-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0678,claude-fable-5-1-high,grok-4.6-high,claude-fable-5-1-high,claude-fable-5-1-high,1,0,0
prop_0678__grok-4.6-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0678__claude-fable-5-1-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0678,grok-4.6-high,claude-fable-5-1-high,claude-fable-5-1-high,claude-fable-5-1-high,1,0,0
prop_0681__claude-fable-5-1-high__grok-4.6-high__s0__tpl_placement_active_20260813a,prop_0681__claude-fable-5-1-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0681,claude-fable-5-1-high,grok-4.6-high,claude-fable-5-1-high,TIE,0,0,0
prop_0681__grok-4.6-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0681__claude-fable-5-1-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0681,grok-4.6-high,claude-fable-5-1-high,claude-fable-5-1-high,claude-fable-5-1-high,1,0,0
